RAB3GAP2	NM_012414.4	NM_012414	65.7	NM_012414.4:197;NM_012414.3:3
RAB7A	NM_004637.5	NM_004637	7.4	NM_004637.5:67;NM_004637.6:9
RAC2	NM_002872.5	NM_002872	25.0	NM_002872.5:25
RAD51C	NM_058216.3	NM_058216	409.0	NM_058216.3:818;NM_002876.3:2
RAD51D	NM_002878.3	NM_002878	80.6	NM_002878.3:725;NM_133629.3:9
RAF1	NM_002880.3	NM_002880	119.3	NM_002880.3:358;NM_001354690.2:3;NM_001354691.2:2;NM_001354689.3:1
RAG1	NM_000448.2	NM_000448	199.0	NM_000448.2:199
RAG2	NM_000536.4	NM_000536	106.0	NM_000536.4:106
RANGRF	NM_016492.5	NM_016492	35.0	NM_016492.5:35
RARS2	NM_020320.5	NM_020320	23.0	NM_020320.5:161;NM_006416.5:7;NM_001318785.1:1
RBM20	NM_001134363.3	NM_001134363	613.0	NM_001134363.3:613
PRPH2	NM_000322.5	NM_000322	93.5	NM_000322.5:187;NM_000322.4:2
REEP1	NM_001164731.2	NM_001164731	4.9	NM_001164731.2:107;NM_001164732.2:22;NM_022912.3:5;NM_022912.2:1
RELN	NM_005045.4	NM_005045	380.0	NM_005045.4:760;NM_005045.3:2
RMRP	NR_003051.3	NR_003051	219.0	NR_003051.3:219
RPL11	NM_000975.5	NM_000975	39.0	NM_000975.5:39;NM_001199802.1:1
RPS19	NM_001022.4	NM_001022	6.6	NM_001022.4:53;NM_001022.3:8
RRM2B	NM_001172477.1	NM_001172477	18.9	NM_001172477.1:132;NM_015713.4:7;NM_015713.5:3
SCN1A	NM_006920.6	NM_006920	1607.0	NM_006920.6:1607;NM_001165963.2:1
RYR2	NM_001035.3	NM_001035	744.7	NM_001035.3:2234;NM_001035.2:3
SARS2	NM_001145901.2	NM_001145901	33.0	NM_001145901.2:99;NM_033362.3:3;NM_017827.3:1
SBF2	NM_030962.3	NM_030962	489.0	NM_030962.3:489
SCARB2	NM_005506.4	NM_005506	177.0	NM_005506.4:177
SCN1B	NM_001037.5	NM_001037	107.5	NM_001037.5:215;NM_199037.3:2
SCN2A	NM_001040142.2	NM_001040142	774.0	NM_001040142.2:774;NM_001040142.1:1
SCN5A	NM_198056.2	NM_198056	22.3	NM_198056.2:1558;NM_000335.5:70;NM_001099404.1:25;NM_000335.4:2;NM_001099405.1:1
SCN3B	NM_018400.3	NM_018400	77.5	NM_018400.3:155;NM_001040151.1:2
SCN4B	NM_174934.3	NM_174934	144.0	NM_174934.3:144;NM_001142348.2:1
SCN8A	NM_014191.4	NM_014191	92.6	NM_014191.4:648;NM_001330260.2:7
SCN9A	NM_002977.3	NM_002977	96.4	NM_002977.3:771;NM_001365536.1:8
SCO1	NM_004589.4	NM_004589	12.2	NM_004589.4:61;NM_004589.3:5
SERAC1	NM_032861.4	NM_032861	98.0	NM_032861.4:98;NM_032861.3:1
SCO2	NM_152299.4	NM_152299	3.2	NM_152299.4:38;NM_001257988.1:12;NM_001169109.1:11;NM_001953.4:1
NCAPH2	NM_152299.4	NM_152299	8.0	NM_152299.4:8
SDHAF1	NM_001042631.2	NM_001042631	19.0	NM_001042631.2:19
SGCD	NM_000337.5	NM_000337	318.0	NM_000337.5:318;NM_001128209.2:1
SH3TC2	NM_024577.3	NM_024577	13.3	NM_024577.3:704;NM_024577.4:53
SHOC2	NM_007373.3	NM_007373	22.8	NM_007373.3:114;NM_007373.4:5;NM_001269039.2:2
SKI	NM_003036.4	NM_003036	332.0	NM_003036.4:332
SLC12A6	NM_001365088.1	NM_001365088	288.0	NM_001365088.1:288;NM_133647.1:1
SLC19A3	NM_025243.4	NM_025243	206.0	NM_025243.4:206;NM_025243.3:1
SLC25A15	NM_014252.4	NM_014252	16.3	NM_014252.4:114;NM_014252.3:7
SLC25A22	NM_001191061.2	NM_001191061	244.0	NM_001191061.2:244
SLC25A3	NM_002635.4	NM_002635	7.5	NM_002635.4:45;NM_005888.3:6
SLC25A4	NM_001151.4	NM_001151	87.0	NM_001151.4:87;NM_001151.3:1
SLC2A1	NM_006516.3	NM_006516	32.9	NM_006516.3:395;NM_006516.2:12
SLC2A10	NM_030777.4	NM_030777	273.0	NM_030777.4:273
SLC37A4	NM_001164277.1	NM_001164277	251.0	NM_001164277.1:502;NM_001467.6:2
SLC7A7	NM_001126106.2	NM_001126106	1.5	NM_001126106.2:79;NM_001126105.2:52;NM_003982.4:32
SLC9A6	NM_001042537.1	NM_001042537	74.0	NM_001042537.1:148;NM_006359.2:2;NM_006359.3:1
SMAD3	NM_005902.4	NM_005902	420.0	NM_005902.4:420;NM_005902.3:1
SMAD4	NM_005359.5	NM_005359	15.7	NM_005359.5:817;NM_005359.6:52
SNTA1	NM_003098.2	NM_003098	16.9	NM_003098.2:186;NM_003098.3:11
SOS1	NM_005633.3	NM_005633	507.0	NM_005633.3:507
SPG7	NM_003119.4	NM_003119	302.0	NM_003119.4:302;NM_003119.3:1
SPINK5	NM_006846.3	NM_006846	7.2	NM_006846.3:224;NM_006846.4:31;NM_001127698.2:9
SPTAN1	NM_001130438.3	NM_001130438	260.3	NM_001130438.3:781;NM_001130438.2:3
SRPX2	NM_014467.3	NM_014467	85.0	NM_014467.3:85
DGAT1	NM_012079.6	NM_012079	19.0	NM_012079.6:19
SPTLC1	NM_006415.4	NM_006415	125.0	NM_006415.4:125
STAT3	NM_139276.2	NM_139276	107.0	NM_139276.2:214;NM_003150.4:2
STIL	NM_001048166.1	NM_001048166	142.0	NM_001048166.1:142
STK11	NM_000455.4	NM_000455	15.5	NM_000455.4:1181;NM_000455.5:76
TACO1	NM_016360.4	NM_016360	35.0	NM_016360.4:35
STXBP1	NM_003165.4	NM_003165	30.7	NM_003165.4:368;NM_001032221.6:12;NM_001032221.4:6;NM_003165.3:5
H19	NR_131224.1	NR_131224	8.0	NR_131224.1:8
SUCLA2	NM_003850.2	NM_003850	116.0	NM_003850.2:116
SUCLG1	NM_003849.4	NM_003849	9.1	NM_003849.4:82;NM_003849.3:9
SURF1	NM_003172.4	NM_003172	57.0	NM_003172.4:114;NM_003172.3:2;NM_003172.2:1
SYN1	NM_006950.3	NM_006950	121.0	NM_006950.3:121;NM_133499.2:1
TAC3	NM_013251.4	NM_013251	11.0	NM_013251.4:11
TAZ	NM_000116.5	NM_000116	147.0	NM_000116.5:147;NM_000116.3:1
TBC1D24	NM_001199107.2	NM_001199107	203.5	NM_001199107.2:407;NM_020705.3:2
TCF4	NM_001083962.2	NM_001083962	68.2	NM_001083962.2:409;NM_001243226.3:6
TGFB2	NM_001135599.3	NM_001135599	39.0	NM_001135599.3:234;NM_003238.6:6
GLI2	NM_005270.4	NM_005270	3.9	NM_005270.4:215;NM_005270.5:55
MAOA	NM_000240.3	NM_000240	40.0	NM_000240.3:40;NM_001270458.1:1
DEPDC5	NM_001242897.2	NM_001242897	464.0	NM_001242897.2:464
ZBTB20	NM_001348803.2	NM_001348803	60.0	NM_001348803.2:60
SMARCA4	NM_001128849.2	NM_001128849	7.7	NM_001128849.2:1618;NM_001128849.3:210;NM_003072.4:75;NM_001128849.1:4;NM_001128844.2:1
VPS53	NM_001128159.3	NM_001128159	87.0	NM_001128159.3:87
TUBB4A	NM_006087.4	NM_006087	98.0	NM_006087.4:98;NM_001289123.1:1
FSHB	NM_000510.3	NM_000510	25.0	NM_000510.3:25;NM_000510.2:1
TTLL5	NM_015072.5	NM_015072	44.0	NM_015072.5:44
THBD	NM_000361.2	NM_000361	7.4	NM_000361.2:67;NM_000361.3:9
POT1	NM_015450.3	NM_015450	394.0	NM_015450.3:394
SOX11	NM_003108.4	NM_003108	39.0	NM_003108.4:39
EMP2	NM_001424.6	NM_001424	7.0	NM_001424.6:7
PHGDH	NM_006623.4	NM_006623	16.3	NM_006623.4:98;NM_006623.3:6
DOCK7	NM_001367561.1	NM_001367561	257.0	NM_001367561.1:257;NM_033407.3:1
CEP83	NM_016122.3	NM_016122	36.0	NM_016122.3:36;NM_005761.3:1
PHF6	NM_032335.3	NM_032335	6.4	NM_032335.3:45;NM_001015877.2:7
APOC3	NM_000040.3	NM_000040	7.0	NM_000040.3:7
SNX10	NM_001199835.1	NM_001199835	13.0	NM_001199835.1:13
RB1	NM_000321.2	NM_000321	764.0	NM_000321.2:764
HCN1	NM_021072.4	NM_021072	169.0	NM_021072.4:169
WNT10A	NM_025216.3	NM_025216	8.1	NM_025216.3:114;NM_025216.2:14
GJC2	NM_020435.4	NM_020435	32.5	NM_020435.4:65;NM_020435.3:2
ATP1A3	NM_152296.5	NM_152296	306.0	NM_152296.5:306;NM_152296.4:1
ADCY1	NM_021116.4	NM_021116	26.0	NM_021116.4:26
PEX2	NM_000318.3	NM_000318	25.4	NM_000318.3:127;NM_001079867.1:5
TBX5	NM_000192.3	NM_000192	75.3	NM_000192.3:226;NM_080717.3:3
GATA4	NM_002052.5	NM_002052	88.0	NM_002052.5:176;NM_001308094.2:2
HAND2	NM_021973.3	NM_021973	3.0	NM_021973.3:3
DNAH5	NM_001369.2	NM_001369	1070.0	NM_001369.2:1070
CCNO	NM_021147.5	NM_021147	62.0	NM_021147.5:62
ABCA5	NM_172232.4	NM_172232	30.0	NM_172232.4:30
PYGM	NM_005609.4	NM_005609	45.3	NM_005609.4:317;NM_001164716.1:7
SCLT1	NM_144643.4	NM_144643	18.0	NM_144643.4:18
TBC1D32	NM_152730.6	NM_152730	24.0	NM_152730.6:24
DNMT3A	NM_022552.4	NM_022552	106.0	NM_022552.4:106;NM_175629.2:1;NM_175630.1:1
MAB21L2	NM_006439.5	NM_006439	12.0	NM_006439.5:12
MMP20	NM_004771.4	NM_004771	43.0	NM_004771.4:43
ANGPTL4	NM_139314.3	NM_139314	8.0	NM_139314.3:8
TJP2	NM_004817.4	NM_004817	288.0	NM_004817.4:288;NM_001170414.2:1
ADNP	NM_001282531.3	NM_001282531	134.0	NM_001282531.3:134
RPL21	NM_000982.3	NM_000982	1.0	NM_000982.3:1
ORAI1	NM_032790.3	NM_032790	52.0	NM_032790.3:52
MT-RNR1	NC_012920.1	NC_012920	71.0	NC_012920.1:71
NAA10	NM_003491.4	NM_003491	44.0	NM_003491.4:44
RASGRP2	NM_001098671.2	NM_001098671	32.0	NM_001098671.2:32;NM_153819.1:1
FAM20A	NM_017565.4	NM_017565	39.0	NM_017565.4:39
SDHAF2	NM_017841.2	NM_017841	8.9	NM_017841.2:125;NM_017841.4:14
DYNC1H1	NM_001376.5	NM_001376	1129.0	NM_001376.5:1129;NM_001376.4:1
CTSC	NM_001814.6	NM_001814	45.0	NM_001814.6:90;NM_001814.5:2
SLC24A4	NM_153648.3	NM_153648	32.0	NM_153648.3:32
KPNA7	NM_001145715.2	NM_001145715	95.0	NM_001145715.2:95
MYH6	NM_002471.3	NM_002471	824.0	NM_002471.3:824;NM_000257.4:1
NOTCH1	NM_017617.5	NM_017617	1245.0	NM_017617.5:1245
BRCA1	NM_007294.3	NM_007294	9.3	NM_007294.3:6182;NM_007298.3:662;NM_007297.4:195;NM_007294.4:145;NM_007299.4:97;NM_007300.4:39
CTPS1	NM_001905.4	NM_001905	43.0	NM_001905.4:43
CBL	NM_005188.3	NM_005188	15.8	NM_005188.3:427;NM_005188.4:27
HMGB3	NM_005342.4	NM_005342	2.0	NM_005342.4:2
AP1S2	NM_001272071.2	NM_001272071	18.0	NM_001272071.2:18
PIGQ	NM_004204.4	NM_004204	4.4	NM_004204.4:111;NM_004204.5:25;NM_148920.3:1
CSNK1G1	NM_022048.5	NM_022048	1.0	NM_022048.5:1
KRT71	NM_033448.3	NM_033448	12.0	NM_033448.3:12
IFT27	NM_001177701.3	NM_001177701	11.0	NM_001177701.3:11
KAT6B	NM_012330.4	NM_012330	110.0	NM_012330.4:220;NM_001256468.1:2;NM_012330.3:1
TNNI2	NM_003282.4	NM_003282	53.0	NM_003282.4:53
TPM2	NM_213674.1	NM_213674	10.6	NM_213674.1:95;NM_003289.4:9;NM_003289.3:3
TPM3	NM_152263.4	NM_152263	135.0	NM_152263.4:135
ZMPSTE24	NM_005857.5	NM_005857	7.7	NM_005857.5:92;NM_005857.4:12
ANO5	NM_213599.2	NM_213599	35.8	NM_213599.2:465;NM_213599.3:13;NM_001142649.2:7
PRPS1	NM_002764.3	NM_002764	4.0	NM_002764.3:52;NM_001204402.1:13;NM_002764.4:11
ST3GAL5	NM_003896.4	NM_003896	47.5	NM_003896.4:95;NM_001363847.1:2;NM_003896.3:2
TTC7A	NM_020458.4	NM_020458	166.0	NM_020458.4:166
TCAP	NM_003673.3	NM_003673	19.3	NM_003673.3:116;NM_003673.4:6
AGXT	NM_000030.3	NM_000030	290.0	NM_000030.3:290;NM_000030.2:1
MT-CYB	NC_012920.1	NC_012920	312.0	NC_012920.1:312
ARHGDIA	NM_004309.6	NM_004309	6.0	NM_004309.6:6
DHX38	NM_014003.4	NM_014003	26.0	NM_014003.4:26
CCDC39	NM_181426.2	NM_181426	211.0	NM_181426.2:211;NM_181426.1:1
CCDC40	NM_017950.4	NM_017950	156.0	NM_017950.4:312;NM_017950.3:2
FAM136A	NM_001329752.2	NM_001329752	2.0	NM_001329752.2:2
DTNA	NM_001390.4	NM_001390	262.0	NM_001390.4:262;NM_001198942.1:1;NM_032978.7:1
GNRHR	NM_000406.2	NM_000406	19.0	NM_000406.2:95;NM_000406.3:5;NM_001012763.1:1
FGF8	NM_033164.4	NM_033164	34.0	NM_033164.4:34
ANOS1	NM_000216.4	NM_000216	71.0	NM_000216.4:71
GPX4	NM_002085.5	NM_002085	16.0	NM_002085.5:16
RBCK1	NM_031229.4	NM_031229	74.0	NM_031229.4:74
KIF4A	NM_012310.5	NM_012310	28.0	NM_012310.5:28
PGM3	NM_015599.3	NM_015599	66.0	NM_015599.3:66
VEGFC	NM_005429.5	NM_005429	5.0	NM_005429.5:5
RPS29	NM_001030001.4	NM_001030001	5.0	NM_001030001.4:5
KIF5C	NM_004522.3	NM_004522	55.0	NM_004522.3:55
PXDN	NM_012293.3	NM_012293	115.0	NM_012293.3:115
CHCHD10	NM_213720.3	NM_213720	52.0	NM_213720.3:52
IFIH1	NM_022168.4	NM_022168	167.0	NM_022168.4:167
SLC13A5	NM_177550.4	NM_177550	9.2	NM_177550.4:203;NM_177550.5:22;NM_001143838.3:5
RNF168	NM_152617.4	NM_152617	29.0	NM_152617.4:29
CDH1	NM_004360.5	NM_004360	373.0	NM_004360.5:1865;NM_004360.4:5;NM_004360.3:2
BARD1	NM_000465.4	NM_000465	1622.0	NM_000465.4:1622;NM_000465.3:1;NM_001282545.2:1
MLH1	NM_000249.3	NM_000249	14.2	NM_000249.3:2031;NM_001167617.2:143;NM_001167618.2:56;NM_001354621.1:54;NM_000249.4:54;NM_001354630.1:38;NM_001258271.1:31;NM_001354624.1:13;NM_006309.4:1;NM_014805.4:1;NM_001354629.1:1
ATM	NM_000051.3	NM_000051	96.3	NM_000051.3:6548;NM_001351834.2:68;NM_001330368.2:62
APC	NM_000038.6	NM_000038	23.9	NM_000038.6:5688;NM_000038.5:238;NM_001127511.3:108;NM_001127511.2:1
RAD50	NM_005732.4	NM_005732	834.5	NM_005732.4:1669;NM_005732.3:2
CHEK2	NM_007194.4	NM_007194	1645.0	NM_007194.4:1645;NM_007194.3:1
SDHB	NM_003000.2	NM_003000	12.8	NM_003000.2:448;NM_003000.3:35
MSH6	NM_000179.2	NM_000179	21.5	NM_000179.2:3550;NM_001281492.1:165;NM_000179.3:151;NM_001281493.1:53;NM_025133.4:2
MRE11	NM_005591.3	NM_005591	7.0	NM_005591.3:695;NM_005590.4:100;NM_005591.4:12;NM_017704.3:1
MSH2	NM_000251.2	NM_000251	31.7	NM_000251.2:2977;NM_000251.3:94;NM_001258281.1:57
TP53	NM_000546.5	NM_000546	33.8	NM_000546.5:1556;NM_001126112.2:46;NM_001126113.2:15;NM_001126114.2:8;NM_018081.2:7
MUTYH	NM_001128425.1	NM_001128425	6.4	NM_001128425.1:847;NM_001048171.1:133;NM_012222.2:88;NM_001128425.2:50;NM_001293192.1:9;NM_001350650.1:4
BRIP1	NM_032043.2	NM_032043	25.8	NM_032043.2:2116;NM_032043.3:82
MECP2	NM_004992.3	NM_004992	12.8	NM_004992.3:779;NM_001110792.2:61;NM_001110792.1:2
BMPR1A	NM_004329.2	NM_004329	20.0	NM_004329.2:819;NM_004329.3:41
BRCA2	NM_000059.3	NM_000059	10740.0	NM_000059.3:10740
NF1	NM_000267.3	NM_000267	117.3	NM_000267.3:4458;NM_001042492.2:38;NM_001042492.3:6;NM_001128147.3:2;NM_002544.5:2
VHL	NM_000551.3	NM_000551	13.0	NM_000551.3:690;NM_000551.4:53;NM_198156.3:27;NM_001354723.2:19
CDKN2A	NM_000077.4	NM_000077	4.6	NM_000077.4:467;NM_058195.3:101
AGPAT2	NM_006412.4	NM_006412	104.0	NM_006412.4:104
CFTR	NM_000492.3	NM_000492	16.9	NM_000492.3:1695;NM_000492.4:100
PRSS1	NM_002769.5	NM_002769	113.0	NM_002769.5:113;NM_002769.4:1
FGF5	NM_004464.3	NM_004464	4.0	NM_004464.3:4
SDHA	NM_004168.4	NM_004168	277.3	NM_004168.4:832;NM_001294332.1:3
FH	NM_000143.3	NM_000143	11.9	NM_000143.3:549;NM_000143.4:46
TSC2	NM_000548.5	NM_000548	496.0	NM_000548.5:4464;NM_000548.4:9;NM_000548.3:5
CDK4	NM_000075.4	NM_000075	302.0	NM_000075.4:302;NM_000075.3:1
RET	NM_020975.6	NM_020975	285.2	NM_020975.6:1141;NM_020630.5:4
SLC30A8	NM_001172813.2	NM_001172813	7.0	NM_001172813.2:7
VARS2	NM_020442.5	NM_020442	102.0	NM_020442.5:102
TMEM127	NM_017849.3	NM_017849	11.1	NM_017849.3:245;NM_017849.4:22;NM_001193304.3:5
FLCN	NM_144997.7	NM_144997	674.0	NM_144997.7:674;NM_144997.6:1
MAX	NM_002382.5	NM_002382	142.0	NM_002382.5:142
TSC1	NM_000368.4	NM_000368	9.8	NM_000368.4:1589;NM_000368.5:162;NM_001162426.2:62;NM_001362177.2:10;NM_001162427.2:6
SDHC	NM_003001.3	NM_003001	14.5	NM_003001.3:247;NM_003001.5:17;NM_001035511.2:5
MET	NM_001127500.3	NM_001127500	863.0	NM_001127500.3:863;NM_000245.4:1
SDHD	NM_003002.4	NM_003002	268.0	NM_003002.4:268;NM_003002.3:1
TOE1	NM_025077.4	NM_025077	83.0	NM_025077.4:83
PCNA	NM_002592.2	NM_002592	9.0	NM_002592.2:9
AARS2	NM_020745.4	NM_020745	206.0	NM_020745.4:206;NM_020745.3:1
TARS2	NM_025150.5	NM_025150	31.0	NM_025150.5:62;NM_025150.4:2
NPR2	NM_003995.3	NM_003995	5.6	NM_003995.3:89;NM_172312.2:16
ELOVL4	NM_022726.4	NM_022726	14.4	NM_022726.4:72;NM_022726.3:5
PRPF4	NM_004697.4	NM_004697	13.0	NM_004697.4:13
FDX2	NM_001031734.4	NM_001031734	4.0	NM_001031734.4:16;NM_001031734.3:4
GUCY2D	NM_000180.3	NM_000180	3.8	NM_000180.3:153;NM_000180.4:40
JAG1	NM_000214.3	NM_000214	238.0	NM_000214.3:476;NM_000214.2:2
